"Date","Location","MinTemp","MaxTemp"
"2010-12-05","Albury",16.6,31.6
"2010-12-06","Albury",18.9,30.4
"2010-12-07","Albury",21.3,29.8
"2010-12-08","Albury",20.3,29.7
"2010-12-09","Albury",18,26.7
"2010-12-10","Albury",16.7,22.5
"2010-12-11","Albury",11.2,24.3
"2010-12-12","Albury",15,22.2
"2010-12-13","Albury",10.5,26.2
"2010-12-14","Albury",13.7,28.8
"2010-12-15","Albury",16.1,31.1
"2010-12-16","Albury",15.1,25.6
"2010-12-17","Albury",10.3,25.9
"2010-12-18","Albury",14,20.8
"2010-12-19","Albury",10.4,18
"2010-12-20","Albury",8.6,20.5
"2010-12-21","Albury",9.9,21.2
"2010-12-22","Albury",9.4,25.9
"2010-12-23","Albury",12.3,29.2
"2010-12-24","Albury",13.9,30.8
"2010-12-25","Albury",19.3,29.1
"2010-12-26","Albury",17.5,30
"2010-12-27","Albury",11.3,22.2
"2010-12-28","Albury",9.1,26.7
"2010-12-29","Albury",13.5,31
"2010-12-30","Albury",14.8,34
"2010-12-31","Albury",15.7,38.1
"2011-01-01","Albury",23.2,35.8
"2011-01-02","Albury",20.1,31.1
"2011-01-03","Albury",13.6,29.4
"2011-01-04","Albury",13.9,29.2
"2011-01-05","Albury",16,28.9
"2011-01-06","Albury",16.5,31.6
"2011-01-07","Albury",16.1,30.7
"2011-01-08","Albury",17.8,32
"2011-01-09","Albury",20.1,33
"2011-01-10","Albury",20.1,32
"2011-01-11","Albury",21.6,26.4
"2011-01-12","Albury",21.5,28.9
"2011-01-13","Albury",22.1,30.6
"2011-01-14","Albury",24,25.5
"2011-01-15","Albury",19.9,31.4
"2011-01-16","Albury",18.5,33.7
"2011-01-17","Albury",19.8,26.9
"2011-01-18","Albury",12.9,27.2
"2011-01-19","Albury",12.9,29.3
"2011-01-20","Albury",16.1,31.9
"2011-01-21","Albury",17.8,32.5
"2011-01-22","Albury",19.8,34.6
"2011-01-23","Albury",20.7,31.4
"2011-01-24","Albury",19.8,30.6
"2011-01-25","Albury",14.9,32
"2011-01-26","Albury",21.1,34.4
"2011-01-27","Albury",14.3,31.6
"2011-01-28","Albury",12.6,32.3
"2011-01-29","Albury",14.5,32
"2011-01-30","Albury",16.7,35.4
"2011-01-31","Albury",19.9,38.2
"2011-02-01","Albury",20.5,39.8
"2011-02-02","Albury",21.9,33.7
"2011-02-03","Albury",21.9,36
"2011-02-04","Albury",22.5,28.2
"2011-02-05","Albury",20.4,23
"2011-02-06","Albury",14.7,21.5
"2011-02-07","Albury",10.8,25.5
"2011-02-08","Albury",13.4,27.3
"2011-02-09","Albury",15,29.4
"2011-02-10","Albury",17,29.7
"2011-02-11","Albury",19.8,24.8
"2011-02-12","Albury",18.7,28.5
"2011-02-13","Albury",15.1,28.6
"2011-02-14","Albury",14.5,29.2
"2011-02-15","Albury",16.4,28
"2011-02-16","Albury",18.9,22
"2011-02-17","Albury",18.9,29.2
"2011-02-18","Albury",19.3,30.7
"2011-02-19","Albury",21.7,29
"2011-02-20","Albury",16.7,25.7
"2011-02-21","Albury",10.1,22.5
"2011-02-22","Albury",12.3,25.2
"2011-02-23","Albury",12.6,28
"2011-02-24","Albury",13.9,29.2
"2011-02-25","Albury",16.5,29.8
"2011-02-26","Albury",15.6,30.9
"2011-02-27","Albury",19.6,24.8
"2011-02-28","Albury",17.9,30
"2011-12-01","Albury",7.2,22.9
"2011-12-02","Albury",10.6,23.6
"2011-12-03","Albury",10.2,27.1
"2011-12-04","Albury",9.7,22.9
"2011-12-05","Albury",9.6,22.5
"2011-12-06","Albury",8.5,25
"2011-12-07","Albury",12.6,26.6
"2011-12-08","Albury",15,29
"2011-12-09","Albury",13.6,29.1
"2011-12-10","Albury",17.8,25.1
"2011-12-11","Albury",15.8,28.3
"2011-12-12","Albury",10.9,26.7
"2011-12-13","Albury",12.6,24.6
"2011-12-14","Albury",11,25
"2011-12-15","Albury",11.7,27.7
"2011-12-16","Albury",14.2,28.9
"2011-12-17","Albury",14,30.7
"2011-12-18","Albury",19.3,25.6
"2011-12-19","Albury",18.7,27.8
"2011-12-20","Albury",13.4,29.9
"2011-12-21","Albury",18.6,28.5
"2011-12-22","Albury",16.4,29.6
"2011-12-23","Albury",15.2,31.3
"2011-12-24","Albury",16,33.1
"2011-12-25","Albury",17.4,26.6
"2011-12-26","Albury",17,29.4
"2011-12-27","Albury",15,29
"2011-12-28","Albury",15.2,29.4
"2011-12-29","Albury",13.8,29.7
"2011-12-30","Albury",15,30.4
"2011-12-31","Albury",15.8,31.8
"2012-01-01","Albury",15.7,34.9
"2012-01-02","Albury",17.8,36
"2012-01-03","Albury",19.7,38.9
"2012-01-04","Albury",20.5,32.5
"2012-01-05","Albury",13.3,30.6
"2012-01-06","Albury",12.6,29.2
"2012-01-07","Albury",11.7,33.4
"2012-01-08","Albury",19.1,26.1
"2012-01-09","Albury",12.7,24.6
"2012-01-10","Albury",10.8,24.8
"2012-01-11","Albury",12,19.5
"2012-01-12","Albury",6.2,25
"2012-01-13","Albury",9.9,28.3
"2012-01-14","Albury",13.3,29.4
"2012-01-15","Albury",15.1,31
"2012-01-16","Albury",16.5,31.6
"2012-01-17","Albury",18.9,33.4
"2012-01-18","Albury",16.1,30.7
"2012-01-19","Albury",17.8,36.1
"2012-01-20","Albury",20.1,36.2
"2012-01-21","Albury",18.5,35.3
"2012-01-22","Albury",20.9,33
"2012-01-23","Albury",14,32.1
"2012-01-24","Albury",16.3,32.8
"2012-01-25","Albury",17.8,35.5
"2012-01-26","Albury",17.5,36.4
"2012-01-27","Albury",19.9,35.4
"2012-01-28","Albury",19.9,34.5
"2012-01-29","Albury",20,36
"2012-01-30","Albury",20.8,29.1
"2012-01-31","Albury",15.1,27.9
"2012-02-01","Albury",14.9,28.5
"2012-02-02","Albury",15.2,29.4
"2012-02-03","Albury",17,29.8
"2012-02-04","Albury",15.5,32.5
"2012-02-05","Albury",16,33.5
"2012-02-06","Albury",11.1,25.6
"2012-02-07","Albury",10.9,28.1
"2012-02-08","Albury",12,28.9
"2012-02-09","Albury",14.8,24.6
"2012-02-10","Albury",13.8,27.4
"2012-02-11","Albury",11.5,27.8
"2012-02-12","Albury",12,29.4
"2012-02-13","Albury",13.5,29.7
"2012-02-14","Albury",14.7,31.4
"2012-02-15","Albury",15,31.9
"2012-02-16","Albury",16.9,28.3
"2012-02-17","Albury",17.6,31.3
"2012-02-18","Albury",15.9,31.2
"2012-02-19","Albury",19.6,28
"2012-02-20","Albury",16.1,21.4
"2012-02-21","Albury",13.5,28.9
"2012-02-22","Albury",14.5,30.5
"2012-02-23","Albury",13.7,32.4
"2012-02-24","Albury",14.2,34.5
"2012-02-25","Albury",15.2,36.1
"2012-02-26","Albury",17.6,25.5
"2012-02-27","Albury",18.5,28
"2012-02-28","Albury",18.8,26.6
"2012-02-29","Albury",19.5,24.8
"2013-01-01","Albury",12.1,34.5
"2013-01-02","Albury",13.8,33.6
"2013-01-03","Albury",15.8,36.9
"2013-01-04","Albury",18.6,40.7
"2013-01-05","Albury",19.8,43.4
"2013-01-06","Albury",20.9,42
"2013-01-07","Albury",21.9,40.4
"2013-01-08","Albury",21.9,39.2
"2013-01-09","Albury",13.3,25.1
"2013-01-10","Albury",11.2,32.2
"2013-01-11","Albury",14.5,38.8
"2013-01-12","Albury",17,28.8
"2013-01-13","Albury",18.1,22.3
"2013-01-14","Albury",8.9,27.1
"2013-01-15","Albury",11.2,31.4
"2013-01-16","Albury",13.6,36.1
"2013-01-17","Albury",15.5,39.9
"2013-01-18","Albury",18.9,43.1
"2013-01-19","Albury",18.1,32.2
"2013-01-20","Albury",16.4,34.6
"2013-01-21","Albury",19.2,36.8
"2013-01-22","Albury",16.6,36.5
"2013-01-23","Albury",15.7,34
"2013-01-24","Albury",15.9,37
"2013-01-25","Albury",21.2,35.2
"2013-01-26","Albury",21.6,36.5
"2013-01-27","Albury",15.3,32.9
"2013-01-28","Albury",18.4,34.7
"2013-01-29","Albury",20.4,32.1
"2013-01-30","Albury",9.9,29.9
"2013-01-31","Albury",11.5,33.9
"2013-12-01","Albury",9.9,30.4
"2013-12-02","Albury",15.6,34.4
"2013-12-03","Albury",15.1,37.1
"2013-12-04","Albury",21.5,23.7
"2013-12-05","Albury",10.1,17.5
"2013-12-06","Albury",5.8,20.4
"2013-12-07","Albury",7.7,26.1
"2013-12-08","Albury",10.2,32.1
"2013-12-09","Albury",18.1,30.4
"2013-12-10","Albury",12.1,22.4
"2013-12-11","Albury",10.9,24.5
"2013-12-12","Albury",9.9,27.6
"2013-12-13","Albury",11.2,30.2
"2013-12-14","Albury",14.4,29.5
"2013-12-15","Albury",12.8,31.1
"2013-12-16","Albury",15.8,32.9
"2013-12-17","Albury",16.9,34
"2013-12-18","Albury",18.8,37.6
"2013-12-19","Albury",19.2,39.7
"2013-12-20","Albury",22.2,40.7
"2013-12-21","Albury",23.7,40.5
"2013-12-22","Albury",25.2,36.4
"2013-12-23","Albury",18.3,23.9
"2013-12-24","Albury",11.6,29.1
"2013-12-25","Albury",15.7,29.1
"2013-12-26","Albury",14.9,30.8
"2013-12-27","Albury",14,32.5
"2013-12-28","Albury",14.4,37.1
"2013-12-29","Albury",16.1,30.9
"2013-12-30","Albury",11.7,30.9
"2013-12-31","Albury",10.4,31.4
"2014-01-01","Albury",12,27.4
"2014-01-02","Albury",16.7,27.7
"2014-01-03","Albury",18.9,30.6
"2014-01-04","Albury",13.1,25.6
"2014-01-05","Albury",8.4,29.4
"2014-01-06","Albury",12.1,23.7
"2014-01-07","Albury",9.8,27.5
"2014-01-08","Albury",14.2,30.4
"2014-01-09","Albury",16.9,29
"2014-01-10","Albury",14.4,33.6
"2014-01-11","Albury",16.5,36.5
"2014-01-12","Albury",18.8,38.9
"2014-01-13","Albury",17.1,39
"2014-01-14","Albury",18.6,41.2
"2014-01-15","Albury",21,41.8
"2014-01-16","Albury",23,43.6
"2014-01-17","Albury",21.7,42.6
"2014-01-18","Albury",22,41.2
"2014-01-19","Albury",21.3,37.9
"2014-01-20","Albury",19,34.2
"2014-01-21","Albury",17.9,33.2
"2014-01-22","Albury",15.8,33.3
"2014-01-23","Albury",16.2,34.5
"2014-01-24","Albury",20.1,23.4
"2014-01-25","Albury",13.3,25.9
"2014-01-26","Albury",12.4,29.4
"2014-01-27","Albury",14.8,32.7
"2014-01-28","Albury",16.4,36.6
"2014-01-29","Albury",18.8,40.6
"2014-01-30","Albury",20.6,39.7
"2014-01-31","Albury",21.8,41.7
"2014-02-01","Albury",23.2,41.6
"2014-02-02","Albury",20.7,41.1
"2014-02-03","Albury",20.5,40.5
"2014-02-04","Albury",21,31.9
"2014-02-05","Albury",16.7,30.9
"2014-02-06","Albury",16.6,33.7
"2014-02-07","Albury",16.7,36.8
"2014-02-08","Albury",18.4,40.1
"2014-02-09","Albury",18.8,42
"2014-02-10","Albury",18.6,36.8
"2014-02-11","Albury",13.9,36.9
"2014-02-12","Albury",17,36.2
"2014-02-13","Albury",21.8,31.2
"2014-02-14","Albury",21.3,30.6
"2014-02-15","Albury",19.2,23.1
"2014-02-16","Albury",20,31.4
"2014-02-17","Albury",13,29.9
"2014-02-18","Albury",15.3,33.4
"2014-02-19","Albury",18.1,32.3
"2014-02-20","Albury",11.6,22.8
"2014-02-21","Albury",8.4,26.8
"2014-02-22","Albury",10.6,29.8
"2014-02-23","Albury",13.1,31.4
"2014-02-24","Albury",14.5,33
"2014-02-25","Albury",14.8,34.6
"2014-02-26","Albury",17.5,31.4
"2014-02-27","Albury",10.8,30.6
"2014-02-28","Albury",16.4,27.7
"2014-12-01","Albury",20.5,32.4
"2014-12-02","Albury",15.5,33.2
"2014-12-03","Albury",14.8,25.8
"2014-12-04","Albury",17.5,30.2
"2014-12-05","Albury",17.2,28.9
"2014-12-06","Albury",16,26.3
"2014-12-07","Albury",15.7,23.7
"2014-12-08","Albury",13.9,27.7
"2014-12-09","Albury",13.9,31.2
"2014-12-10","Albury",15,29.7
"2014-12-11","Albury",15.8,27.4
"2014-12-12","Albury",12.9,27.5
"2014-12-13","Albury",13,29.1
"2014-12-14","Albury",13.1,29.1
"2014-12-15","Albury",14.2,35.6
"2014-12-16","Albury",20.3,34.9
"2014-12-17","Albury",11.7,26.4
"2014-12-18","Albury",10.5,29.3
"2014-12-19","Albury",10.2,25
"2014-12-20","Albury",11.1,30
"2014-12-21","Albury",14.1,33.6
"2014-12-22","Albury",17.5,35.5
"2014-12-23","Albury",21.2,33.4
"2014-12-24","Albury",18,33.7
"2014-12-25","Albury",14.4,32.2
"2014-12-26","Albury",15.1,25.7
"2014-12-27","Albury",9.9,28.9
"2014-12-28","Albury",16.2,31.7
"2014-12-29","Albury",17.7,33.7
"2014-12-30","Albury",12,27
"2014-12-31","Albury",10.1,30.6
"2015-01-01","Albury",11.4,33.5
"2015-01-02","Albury",15.5,39.6
"2015-01-03","Albury",17.1,38.3
"2015-01-04","Albury",26,33.1
"2015-01-05","Albury",19,35.2
"2015-01-06","Albury",20.5,36.1
"2015-01-07","Albury",20.3,36.5
"2015-01-08","Albury",20.7,34.1
"2015-01-09","Albury",20.4,26.4
"2015-01-10","Albury",19.7,21.7
"2015-01-11","Albury",18.4,30.6
"2015-01-12","Albury",17.6,33.1
"2015-01-13","Albury",18.1,27
"2015-01-14","Albury",17.9,28.1
"2015-01-15","Albury",13.5,28.3
"2015-01-16","Albury",11.4,28.4
"2015-01-17","Albury",15.8,27.6
"2015-01-18","Albury",12.1,28
"2015-01-19","Albury",14.7,28.6
"2015-01-20","Albury",14.4,31.1
"2015-01-21","Albury",18.1,28.8
"2015-01-22","Albury",17.7,33.7
"2015-01-23","Albury",20.2,36
"2015-01-24","Albury",20.1,30.8
"2015-01-25","Albury",18,26.9
"2015-01-26","Albury",11.5,26
"2015-01-27","Albury",15.4,28.9
"2015-01-28","Albury",16.6,27.5
"2015-01-29","Albury",14,25
"2015-01-30","Albury",9.2,24
"2015-01-31","Albury",10.5,26.8
"2015-02-01","Albury",13.8,28.5
"2015-02-02","Albury",16.9,29
"2015-02-03","Albury",13.6,29.8
"2015-02-04","Albury",15.2,29.5
"2015-02-05","Albury",15,31.4
"2015-02-06","Albury",15.7,33.1
"2015-02-07","Albury",16.9,33.5
"2015-02-08","Albury",19.6,38.8
"2015-02-09","Albury",20.4,36.1
"2015-02-10","Albury",18.3,34
"2015-02-11","Albury",20.3,35.8
"2015-02-12","Albury",17.8,31.9
"2015-02-13","Albury",18.3,32
"2015-02-14","Albury",19.3,24.7
"2015-02-15","Albury",16.9,30.9
"2015-02-16","Albury",19.7,34.9
"2015-02-17","Albury",20.5,33.9
"2015-02-18","Albury",19.7,28.2
"2015-02-19","Albury",18,33.1
"2015-02-20","Albury",19,33.3
"2015-02-21","Albury",18.4,34.6
"2015-02-22","Albury",19,34.5
"2015-02-23","Albury",18.4,35.9
"2015-02-24","Albury",17.5,29.5
"2015-02-25","Albury",17.6,30.3
"2015-02-26","Albury",18,29.8
"2015-02-27","Albury",14.5,31.5
"2015-02-28","Albury",18.1,35.1
"2015-12-01","Albury",17.7,30.1
"2015-12-02","Albury",9.9,22.5
"2015-12-03","Albury",9.6,29.3
"2015-12-04","Albury",13.4,32
"2015-12-05","Albury",14.4,34.1
"2015-12-06","Albury",17.9,36.5
"2015-12-07","Albury",21.6,33.6
"2015-12-08","Albury",21.1,30.7
"2015-12-09","Albury",19.7,30.7
"2015-12-10","Albury",14.2,31.5
"2015-12-11","Albury",15.3,27
"2015-12-12","Albury",8.9,24.6
"2015-12-13","Albury",9.4,27.9
"2015-12-14","Albury",11.3,34.8
"2015-12-15","Albury",15.6,33.2
"2015-12-16","Albury",15.5,34.3
"2015-12-17","Albury",16.7,34.1
"2015-12-18","Albury",16.5,37.1
"2015-12-19","Albury",20.8,40
"2015-12-20","Albury",19.7,41.5
"2015-12-21","Albury",18,25.3
"2015-12-22","Albury",17,30.3
"2015-12-23","Albury",17.7,30
"2015-12-24","Albury",15.3,31.6
"2015-12-25","Albury",17.7,32
"2015-12-26","Albury",18.8,23.1
"2015-12-27","Albury",10.2,25
"2015-12-28","Albury",12.8,28.2
"2015-12-29","Albury",13.2,32.3
"2015-12-30","Albury",15.7,34.3
"2015-12-31","Albury",17.3,36.6
"2016-01-01","Albury",20.4,37.6
"2016-01-02","Albury",20.9,33.6
"2016-01-03","Albury",18.4,23.1
"2016-01-04","Albury",17.3,23.7
"2016-01-05","Albury",15.5,22.9
"2016-01-06","Albury",17,28.1
"2016-01-07","Albury",16.4,28
"2016-01-08","Albury",14.3,31.7
"2016-01-09","Albury",16.7,35
"2016-01-10","Albury",17.8,37
"2016-01-11","Albury",17.7,39.2
"2016-01-12","Albury",20.6,38.9
"2016-01-13","Albury",20.2,43
"2016-01-14","Albury",26.8,30.2
"2016-01-15","Albury",10.4,25.2
"2016-01-16","Albury",10.7,29.4
"2016-01-17","Albury",14.5,30.6
"2016-01-18","Albury",14.4,33.5
"2016-01-19","Albury",16.1,40
"2016-01-20","Albury",23.4,33.9
"2016-01-21","Albury",20.4,38
"2016-01-22","Albury",22.8,28.1
"2016-01-23","Albury",17,31.3
"2016-01-24","Albury",16.6,33.2
"2016-01-25","Albury",18.1,32.8
"2016-01-26","Albury",18.7,34.2
"2016-01-27","Albury",18.5,25.7
"2016-01-28","Albury",17.7,31.7
"2016-01-29","Albury",17.1,24.2
"2016-01-30","Albury",10,28.1
"2016-01-31","Albury",13.8,24.2
"2016-02-01","Albury",13,26.1
"2016-02-02","Albury",14.4,29.7
"2016-02-03","Albury",19.8,25.8
"2016-02-04","Albury",16.5,29.8
"2016-02-05","Albury",14.2,29.9
"2016-02-06","Albury",14.6,30.3
"2016-02-07","Albury",15.2,32.8
"2016-02-08","Albury",18,35.2
"2016-02-09","Albury",18.8,35
"2016-02-10","Albury",15.7,35
"2016-02-11","Albury",17.3,35.2
"2016-02-12","Albury",17.3,34.9
"2016-02-13","Albury",16.9,37.7
"2016-02-14","Albury",22.3,30.3
"2016-02-15","Albury",13.8,28.9
"2016-02-16","Albury",15.2,26.3
"2016-02-17","Albury",10.5,26.7
"2016-02-18","Albury",12.7,30.5
"2016-02-19","Albury",13.9,32.9
"2016-02-20","Albury",15.2,31.2
"2016-02-21","Albury",13.6,34.4
"2016-02-22","Albury",15.2,35.4
"2016-02-23","Albury",20.1,39.5
"2016-02-24","Albury",22.5,40.9
"2016-02-25","Albury",22.4,36.4
"2016-02-26","Albury",14.9,31.2
"2016-02-27","Albury",14.7,33.1
"2016-02-28","Albury",16.2,33.4
"2016-02-29","Albury",15.4,32.3
"2016-12-01","Albury",13.7,30.2
"2016-12-02","Albury",12.8,30.8
"2016-12-03","Albury",13.8,31.2
"2016-12-04","Albury",12.8,32.8
"2016-12-05","Albury",19.3,32.8
"2016-12-06","Albury",19.8,26.1
"2016-12-07","Albury",10,29.6
"2016-12-08","Albury",11.5,29.7
"2016-12-09","Albury",9.9,21
"2016-12-10","Albury",7.5,26.9
"2016-12-11","Albury",10.7,29.8
"2016-12-12","Albury",11.7,33
"2016-12-13","Albury",13.4,37.2
"2016-12-14","Albury",20.4,26.9
"2016-12-15","Albury",13.8,29.8
"2016-12-16","Albury",16,22.7
"2016-12-17","Albury",17.3,28.5
"2016-12-18","Albury",9,26.3
"2016-12-19","Albury",10.3,29.5
"2016-12-20","Albury",13.1,29.6
"2016-12-21","Albury",9.7,28.3
"2016-12-22","Albury",14.1,31.4
"2016-12-23","Albury",15.4,35.3
"2016-12-24","Albury",17.5,34
"2016-12-25","Albury",15.9,35.6
"2016-12-26","Albury",17.6,36.5
"2016-12-27","Albury",20.9,31.5
"2016-12-28","Albury",21.9,35.6
"2016-12-29","Albury",22,27.7
"2016-12-30","Albury",22.8,32.1
"2016-12-31","Albury",15.9,33.1
"2017-01-01","Albury",15.5,31.6
"2017-01-02","Albury",14.9,32
"2017-01-03","Albury",13.7,32
"2017-01-04","Albury",16.2,33
"2017-01-05","Albury",18,33.5
"2017-01-06","Albury",17.1,35.4
"2017-01-07","Albury",17.9,35.4
"2017-01-08","Albury",19.1,36
"2017-01-09","Albury",21.3,30.7
"2017-01-10","Albury",19.8,31
"2017-01-11","Albury",20.1,34.2
"2017-01-12","Albury",14.5,35
"2017-01-13","Albury",16.7,32
"2017-01-14","Albury",16.9,25.4
"2017-01-15","Albury",11.5,31.6
"2017-01-16","Albury",13.3,34.8
"2017-01-17","Albury",16,40.9
"2017-01-18","Albury",16.7,30.4
"2017-01-19","Albury",14.9,33.3
"2017-01-20","Albury",18.6,28.1
"2017-01-21","Albury",11.4,30.1
